MaBL,MaNV,MaLCB,MaPC,MaKT,MaGL,Thang,TongLuong,NgayTinhLuong,TrangThai,SoNgayLam
BL834,NV034,LCB001,PC001,KT001,GL002,2026-09,10395000,2026-09-30,Đã Tính,26
BL835,NV035,LCB001,PC001,KT001,GL002,2026-09,10395000,2026-09-30,Đã Tính,26
BL836,NV036,LCB001,PC001,KT001,GL002,2026-09,10395000,2026-09-30,Đã Tính,26
BL837,NV037,LCB001,PC001,KT001,GL002,2026-09,10395000,2026-09-30,Đã Tính,26
BL838,NV038,LCB001,PC001,KT001,GL002,2026-09,10395000,2026-09-30,Đã Tính,26
BL839,NV039,LCB001,PC001,KT001,GL002,2026-09,10395000,2026-09-30,Đã Tính,26
BL840,NV040,LCB001,PC001,KT001,GL002,2026-09,10395000,2026-09-30,Đã Tính,26
BL841,NV041,LCB002,PC001,KT002,GL002,2026-09,12696000,2026-09-30,Đã Tính,26
BL842,NV042,LCB002,PC001,KT002,GL002,2026-09,12696000,2026-09-30,Đã Tính,26
BL843,NV043,LCB002,PC001,KT002,GL002,2026-09,12696000,2026-09-30,Đã Tính,26
BL844,NV044,LCB002,PC001,KT002,GL002,2026-09,12696000,2026-09-30,Đã Tính,26
BL845,NV045,LCB002,PC001,KT002,GL002,2026-09,12696000,2026-09-30,Đã Tính,26
BL846,NV046,LCB002,PC001,KT002,GL002,2026-09,12696000,2026-09-30,Đã Tính,26
BL847,NV047,LCB002,PC001,KT002,GL002,2026-09,12696000,2026-09-30,Đã Tính,26
BL848,NV048,LCB002,PC001,KT002,GL002,2026-09,12696000,2026-09-30,Đã Tính,26
BL849,NV049,LCB002,PC001,KT002,GL002,2026-09,12696000,2026-09-30,Đã Tính,26
BL850,NV050,LCB002,PC001,KT002,GL002,2026-09,12696000,2026-09-30,Đã Tính,26
BL851,NV051,LCB002,PC001,KT002,GL002,2026-09,12696000,2026-09-30,Đã Tính,26
BL852,NV052,LCB002,PC001,KT002,GL002,2026-09,12696000,2026-09-30,Đã Tính,26
BL853,NV053,LCB002,PC001,KT002,GL002,2026-09,12696000,2026-09-30,Đã Tính,26
BL854,NV054,LCB002,PC001,KT002,GL002,2026-09,12696000,2026-09-30,Đã Tính,26
BL855,NV055,LCB002,PC001,KT002,GL002,2026-09,12696000,2026-09-30,Đã Tính,26
BL856,NV056,LCB002,PC001,KT002,GL002,2026-09,12696000,2026-09-30,Đã Tính,26
BL857,NV057,LCB002,PC001,KT002,GL002,2026-09,12696000,2026-09-30,Đã Tính,26
BL858,NV058,LCB002,PC001,KT002,GL002,2026-09,12696000,2026-09-30,Đã Tính,26
BL859,NV059,LCB002,PC001,KT002,GL002,2026-09,12696000,2026-09-30,Đã Tính,26
BL860,NV060,LCB002,PC001,KT002,GL002,2026-09,12696000,2026-09-30,Đã Tính,26
BL861,NV061,LCB003,PC001,KT003,GL002,2026-09,16917375,2026-09-30,Đã Tính,26
BL862,NV062,LCB003,PC001,KT003,GL002,2026-09,16917375,2026-09-30,Đã Tính,26
BL863,NV063,LCB003,PC001,KT003,GL002,2026-09,16917375,2026-09-30,Đã Tính,26
BL864,NV064,LCB003,PC001,KT003,GL002,2026-09,16917375,2026-09-30,Đã Tính,26
BL865,NV065,LCB003,PC001,KT003,GL002,2026-09,16917375,2026-09-30,Đã Tính,26
BL866,NV066,LCB003,PC001,KT003,GL002,2026-09,16917375,2026-09-30,Đã Tính,26
BL867,NV067,LCB003,PC001,KT003,GL002,2026-09,16917375,2026-09-30,Đã Tính,26
BL868,NV068,LCB003,PC001,KT003,GL002,2026-09,16917375,2026-09-30,Đã Tính,26
BL869,NV069,LCB003,PC001,KT003,GL002,2026-09,16917375,2026-09-30,Đã Tính,26
BL870,NV070,LCB003,PC001,KT003,GL002,2026-09,16917375,2026-09-30,Đã Tính,26
BL871,NV071,LCB003,PC001,KT003,GL002,2026-09,16917375,2026-09-30,Đã Tính,26
BL872,NV072,LCB003,PC001,KT003,GL002,2026-09,16917375,2026-09-30,Đã Tính,26
BL873,NV073,LCB003,PC001,KT003,GL002,2026-09,16917375,2026-09-30,Đã Tính,26
BL874,NV074,LCB003,PC001,KT003,GL002,2026-09,16917375,2026-09-30,Đã Tính,26
BL875,NV075,LCB003,PC001,KT003,GL002,2026-09,16917375,2026-09-30,Đã Tính,26
BL876,NV076,LCB003,PC001,KT003,GL002,2026-09,16917375,2026-09-30,Đã Tính,26
BL877,NV077,LCB003,PC001,KT003,GL002,2026-09,16917375,2026-09-30,Đã Tính,26
BL878,NV078,LCB003,PC001,KT003,GL002,2026-09,16917375,2026-09-30,Đã Tính,26
BL879,NV079,LCB003,PC001,KT003,GL002,2026-09,16917375,2026-09-30,Đã Tính,26
BL880,NV080,LCB003,PC001,KT003,GL002,2026-09,16917375,2026-09-30,Đã Tính,26
BL881,NV081,LCB001,PC001,KT004,GL002,2026-09,11434500,2026-09-30,Đã Tính,26
BL882,NV082,LCB001,PC001,KT004,GL002,2026-09,11434500,2026-09-30,Đã Tính,26
BL883,NV083,LCB001,PC001,KT004,GL002,2026-09,11434500,2026-09-30,Đã Tính,26
BL884,NV084,LCB001,PC001,KT004,GL002,2026-09,11434500,2026-09-30,Đã Tính,26
BL885,NV085,LCB001,PC001,KT004,GL002,2026-09,11434500,2026-09-30,Đã Tính,26
BL886,NV086,LCB001,PC001,KT004,GL002,2026-09,11434500,2026-09-30,Đã Tính,26
BL887,NV087,LCB001,PC001,KT004,GL002,2026-09,11434500,2026-09-30,Đã Tính,26
BL888,NV088,LCB001,PC001,KT004,GL002,2026-09,11434500,2026-09-30,Đã Tính,26
BL889,NV089,LCB001,PC001,KT004,GL002,2026-09,11434500,2026-09-30,Đã Tính,26
BL890,NV090,LCB001,PC001,KT004,GL002,2026-09,11434500,2026-09-30,Đã Tính,26
BL891,NV091,LCB001,PC001,KT004,GL002,2026-09,11434500,2026-09-30,Đã Tính,26
BL892,NV092,LCB001,PC001,KT004,GL002,2026-09,11434500,2026-09-30,Đã Tính,26
BL893,NV093,LCB001,PC001,KT004,GL002,2026-09,11434500,2026-09-30,Đã Tính,26
BL894,NV094,LCB001,PC001,KT004,GL002,2026-09,11434500,2026-09-30,Đã Tính,26
BL895,NV095,LCB001,PC001,KT004,GL002,2026-09,11434500,2026-09-30,Đã Tính,26
BL896,NV096,LCB001,PC001,KT004,GL002,2026-09,11434500,2026-09-30,Đã Tính,26
BL897,NV097,LCB001,PC001,KT004,GL002,2026-09,11434500,2026-09-30,Đã Tính,26
BL898,NV098,LCB001,PC001,KT004,GL002,2026-09,11434500,2026-09-30,Đã Tính,26
BL899,NV099,LCB001,PC001,KT004,GL002,2026-09,11434500,2026-09-30,Đã Tính,26
BL900,NV100,LCB001,PC001,KT004,GL002,2026-09,11434500,2026-09-30,Đã Tính,26
BL901,NV001,LCB001,PC001,KT001,GL002,2026-10,10395000,2026-10-31,Đã Tính,26
BL902,NV002,LCB001,PC001,KT001,GL002,2026-10,10395000,2026-10-31,Đã Tính,26
BL903,NV003,LCB001,PC001,KT001,GL002,2026-10,10395000,2026-10-31,Đã Tính,26
BL904,NV004,LCB001,PC001,KT001,GL002,2026-10,10395000,2026-10-31,Đã Tính,26
BL905,NV005,LCB001,PC001,KT001,GL002,2026-10,10395000,2026-10-31,Đã Tính,26
BL906,NV006,LCB002,PC001,KT002,GL002,2026-10,12696000,2026-10-31,Đã Tính,26
BL907,NV007,LCB002,PC001,KT002,GL002,2026-10,12696000,2026-10-31,Đã Tính,26
BL908,NV008,LCB002,PC001,KT002,GL002,2026-10,12696000,2026-10-31,Đã Tính,26
BL909,NV009,LCB002,PC001,KT002,GL002,2026-10,12696000,2026-10-31,Đã Tính,26
BL910,NV010,LCB002,PC001,KT002,GL002,2026-10,12696000,2026-10-31,Đã Tính,26
BL911,NV011,LCB003,PC001,KT003,GL002,2026-10,16917375,2026-10-31,Đã Tính,26
BL912,NV012,LCB003,PC001,KT003,GL002,2026-10,16917375,2026-10-31,Đã Tính,26
BL913,NV013,LCB003,PC001,KT003,GL002,2026-10,16917375,2026-10-31,Đã Tính,26
BL914,NV014,LCB003,PC001,KT003,GL002,2026-10,16917375,2026-10-31,Đã Tính,26
BL915,NV015,LCB003,PC001,KT003,GL002,2026-10,16917375,2026-10-31,Đã Tính,26
BL916,NV016,LCB001,PC001,KT004,GL002,2026-10,11434500,2026-10-31,Đã Tính,26
BL917,NV017,LCB001,PC001,KT004,GL002,2026-10,11434500,2026-10-31,Đã Tính,26
BL918,NV018,LCB001,PC001,KT004,GL002,2026-10,11434500,2026-10-31,Đã Tính,26
BL919,NV019,LCB001,PC001,KT004,GL002,2026-10,11434500,2026-10-31,Đã Tính,26
BL920,NV020,LCB001,PC001,KT004,GL002,2026-10,11434500,2026-10-31,Đã Tính,26
BL921,NV021,LCB001,PC001,KT001,GL002,2026-10,10395000,2026-10-31,Đã Tính,26
BL922,NV022,LCB001,PC001,KT001,GL002,2026-10,10395000,2026-10-31,Đã Tính,26
BL923,NV023,LCB001,PC001,KT001,GL002,2026-10,10395000,2026-10-31,Đã Tính,26
BL924,NV024,LCB001,PC001,KT001,GL002,2026-10,10395000,2026-10-31,Đã Tính,26
BL925,NV025,LCB001,PC001,KT001,GL002,2026-10,10395000,2026-10-31,Đã Tính,26
BL926,NV026,LCB001,PC001,KT001,GL002,2026-10,10395000,2026-10-31,Đã Tính,26
BL927,NV027,LCB001,PC001,KT001,GL002,2026-10,10395000,2026-10-31,Đã Tính,26
BL928,NV028,LCB001,PC001,KT001,GL002,2026-10,10395000,2026-10-31,Đã Tính,26
BL929,NV029,LCB001,PC001,KT001,GL002,2026-10,10395000,2026-10-31,Đã Tính,26
BL930,NV030,LCB001,PC001,KT001,GL002,2026-10,10395000,2026-10-31,Đã Tính,26
BL931,NV031,LCB001,PC001,KT001,GL002,2026-10,10395000,2026-10-31,Đã Tính,26
BL932,NV032,LCB001,PC001,KT001,GL002,2026-10,10395000,2026-10-31,Đã Tính,26
BL933,NV033,LCB001,PC001,KT001,GL002,2026-10,10395000,2026-10-31,Đã Tính,26
BL934,NV034,LCB001,PC001,KT001,GL002,2026-10,10395000,2026-10-31,Đã Tính,26
BL935,NV035,LCB001,PC001,KT001,GL002,2026-10,10395000,2026-10-31,Đã Tính,26
BL936,NV036,LCB001,PC001,KT001,GL002,2026-10,10395000,2026-10-31,Đã Tính,26
BL937,NV037,LCB001,PC001,KT001,GL002,2026-10,10395000,2026-10-31,Đã Tính,26
BL938,NV038,LCB001,PC001,KT001,GL002,2026-10,10395000,2026-10-31,Đã Tính,26
BL939,NV039,LCB001,PC001,KT001,GL002,2026-10,10395000,2026-10-31,Đã Tính,26
BL940,NV040,LCB001,PC001,KT001,GL002,2026-10,10395000,2026-10-31,Đã Tính,26
BL941,NV041,LCB002,PC001,KT002,GL002,2026-10,12696000,2026-10-31,Đã Tính,26
BL942,NV042,LCB002,PC001,KT002,GL002,2026-10,12696000,2026-10-31,Đã Tính,26
BL943,NV043,LCB002,PC001,KT002,GL002,2026-10,12696000,2026-10-31,Đã Tính,26
BL944,NV044,LCB002,PC001,KT002,GL002,2026-10,12696000,2026-10-31,Đã Tính,26
BL945,NV045,LCB002,PC001,KT002,GL002,2026-10,12696000,2026-10-31,Đã Tính,26
BL946,NV046,LCB002,PC001,KT002,GL002,2026-10,12696000,2026-10-31,Đã Tính,26
BL947,NV047,LCB002,PC001,KT002,GL002,2026-10,12696000,2026-10-31,Đã Tính,26
BL948,NV048,LCB002,PC001,KT002,GL002,2026-10,12696000,2026-10-31,Đã Tính,26
BL949,NV049,LCB002,PC001,KT002,GL002,2026-10,12696000,2026-10-31,Đã Tính,26
BL950,NV050,LCB002,PC001,KT002,GL002,2026-10,12696000,2026-10-31,Đã Tính,26
BL951,NV051,LCB002,PC001,KT002,GL002,2026-10,12696000,2026-10-31,Đã Tính,26
BL952,NV052,LCB002,PC001,KT002,GL002,2026-10,12696000,2026-10-31,Đã Tính,26
BL953,NV053,LCB002,PC001,KT002,GL002,2026-10,12696000,2026-10-31,Đã Tính,26
BL954,NV054,LCB002,PC001,KT002,GL002,2026-10,12696000,2026-10-31,Đã Tính,26
BL955,NV055,LCB002,PC001,KT002,GL002,2026-10,12696000,2026-10-31,Đã Tính,26
BL956,NV056,LCB002,PC001,KT002,GL002,2026-10,12696000,2026-10-31,Đã Tính,26
BL957,NV057,LCB002,PC001,KT002,GL002,2026-10,12696000,2026-10-31,Đã Tính,26
BL958,NV058,LCB002,PC001,KT002,GL002,2026-10,12696000,2026-10-31,Đã Tính,26
BL959,NV059,LCB002,PC001,KT002,GL002,2026-10,12696000,2026-10-31,Đã Tính,26
BL960,NV060,LCB002,PC001,KT002,GL002,2026-10,12696000,2026-10-31,Đã Tính,26
BL961,NV061,LCB003,PC001,KT003,GL002,2026-10,16917375,2026-10-31,Đã Tính,26
BL962,NV062,LCB003,PC001,KT003,GL002,2026-10,16917375,2026-10-31,Đã Tính,26
BL963,NV063,LCB003,PC001,KT003,GL002,2026-10,16917375,2026-10-31,Đã Tính,26
BL964,NV064,LCB003,PC001,KT003,GL002,2026-10,16917375,2026-10-31,Đã Tính,26
BL965,NV065,LCB003,PC001,KT003,GL002,2026-10,16917375,2026-10-31,Đã Tính,26
BL966,NV066,LCB003,PC001,KT003,GL002,2026-10,16917375,2026-10-31,Đã Tính,26
BL967,NV067,LCB003,PC001,KT003,GL002,2026-10,16917375,2026-10-31,Đã Tính,26
BL968,NV068,LCB003,PC001,KT003,GL002,2026-10,16917375,2026-10-31,Đã Tính,26
BL969,NV069,LCB003,PC001,KT003,GL002,2026-10,16917375,2026-10-31,Đã Tính,26
BL970,NV070,LCB003,PC001,KT003,GL002,2026-10,16917375,2026-10-31,Đã Tính,26
BL971,NV071,LCB003,PC001,KT003,GL002,2026-10,16917375,2026-10-31,Đã Tính,26
BL972,NV072,LCB003,PC001,KT003,GL002,2026-10,16917375,2026-10-31,Đã Tính,26
BL973,NV073,LCB003,PC001,KT003,GL002,2026-10,16917375,2026-10-31,Đã Tính,26
BL974,NV074,LCB003,PC001,KT003,GL002,2026-10,16917375,2026-10-31,Đã Tính,26
BL975,NV075,LCB003,PC001,KT003,GL002,2026-10,16917375,2026-10-31,Đã Tính,26
BL976,NV076,LCB003,PC001,KT003,GL002,2026-10,16917375,2026-10-31,Đã Tính,26
BL977,NV077,LCB003,PC001,KT003,GL002,2026-10,16917375,2026-10-31,Đã Tính,26
BL978,NV078,LCB003,PC001,KT003,GL002,2026-10,16917375,2026-10-31,Đã Tính,26
BL979,NV079,LCB003,PC001,KT003,GL002,2026-10,16917375,2026-10-31,Đã Tính,26
BL980,NV080,LCB003,PC001,KT003,GL002,2026-10,16917375,2026-10-31,Đã Tính,26
BL981,NV081,LCB001,PC001,KT004,GL002,2026-10,11434500,2026-10-31,Đã Tính,26
BL982,NV082,LCB001,PC001,KT004,GL002,2026-10,11434500,2026-10-31,Đã Tính,26
BL983,NV083,LCB001,PC001,KT004,GL002,2026-10,11434500,2026-10-31,Đã Tính,26
BL984,NV084,LCB001,PC001,KT004,GL002,2026-10,11434500,2026-10-31,Đã Tính,26
BL985,NV085,LCB001,PC001,KT004,GL002,2026-10,11434500,2026-10-31,Đã Tính,26
BL986,NV086,LCB001,PC001,KT004,GL002,2026-10,11434500,2026-10-31,Đã Tính,26
BL987,NV087,LCB001,PC001,KT004,GL002,2026-10,11434500,2026-10-31,Đã Tính,26
BL988,NV088,LCB001,PC001,KT004,GL002,2026-10,11434500,2026-10-31,Đã Tính,26
BL989,NV089,LCB001,PC001,KT004,GL002,2026-10,11434500,2026-10-31,Đã Tính,26
BL990,NV090,LCB001,PC001,KT004,GL002,2026-10,11434500,2026-10-31,Đã Tính,26
BL991,NV091,LCB001,PC001,KT004,GL002,2026-10,11434500,2026-10-31,Đã Tính,26
BL992,NV092,LCB001,PC001,KT004,GL002,2026-10,11434500,2026-10-31,Đã Tính,26
BL993,NV093,LCB001,PC001,KT004,GL002,2026-10,11434500,2026-10-31,Đã Tính,26
BL994,NV094,LCB001,PC001,KT004,GL002,2026-10,11434500,2026-10-31,Đã Tính,26
BL995,NV095,LCB001,PC001,KT004,GL002,2026-10,11434500,2026-10-31,Đã Tính,26
BL996,NV096,LCB001,PC001,KT004,GL002,2026-10,11434500,2026-10-31,Đã Tính,26
BL997,NV097,LCB001,PC001,KT004,GL002,2026-10,11434500,2026-10-31,Đã Tính,26
BL998,NV098,LCB001,PC001,KT004,GL002,2026-10,11434500,2026-10-31,Đã Tính,26
BL999,NV099,LCB001,PC001,KT004,GL002,2026-10,11434500,2026-10-31,Đã Tính,26
BL1000,NV100,LCB001,PC001,KT004,GL002,2026-10,11434500,2026-10-31,Đã Tính,26
BL1001,NV001,LCB001,PC001,KT001,GL002,2026-11,10395000,2026-11-30,Đã Tính,26
BL1002,NV002,LCB001,PC001,KT001,GL002,2026-11,10395000,2026-11-30,Đã Tính,26
BL1003,NV003,LCB001,PC001,KT001,GL002,2026-11,10395000,2026-11-30,Đã Tính,26
BL1004,NV004,LCB001,PC001,KT001,GL002,2026-11,10395000,2026-11-30,Đã Tính,26
BL1005,NV005,LCB001,PC001,KT001,GL002,2026-11,10395000,2026-11-30,Đã Tính,26
BL1006,NV006,LCB002,PC001,KT002,GL002,2026-11,12696000,2026-11-30,Đã Tính,26
BL1007,NV007,LCB002,PC001,KT002,GL002,2026-11,12696000,2026-11-30,Đã Tính,26
BL1008,NV008,LCB002,PC001,KT002,GL002,2026-11,12696000,2026-11-30,Đã Tính,26
BL1009,NV009,LCB002,PC001,KT002,GL002,2026-11,12696000,2026-11-30,Đã Tính,26
BL1010,NV010,LCB002,PC001,KT002,GL002,2026-11,12696000,2026-11-30,Đã Tính,26
BL1011,NV011,LCB003,PC001,KT003,GL002,2026-11,16917375,2026-11-30,Đã Tính,26
BL1012,NV012,LCB003,PC001,KT003,GL002,2026-11,16917375,2026-11-30,Đã Tính,26
BL1013,NV013,LCB003,PC001,KT003,GL002,2026-11,16917375,2026-11-30,Đã Tính,26
BL1014,NV014,LCB003,PC001,KT003,GL002,2026-11,16917375,2026-11-30,Đã Tính,26
BL1015,NV015,LCB003,PC001,KT003,GL002,2026-11,16917375,2026-11-30,Đã Tính,26
BL1016,NV016,LCB001,PC001,KT004,GL002,2026-11,11434500,2026-11-30,Đã Tính,26
BL1017,NV017,LCB001,PC001,KT004,GL002,2026-11,11434500,2026-11-30,Đã Tính,26
BL1018,NV018,LCB001,PC001,KT004,GL002,2026-11,11434500,2026-11-30,Đã Tính,26
BL1019,NV019,LCB001,PC001,KT004,GL002,2026-11,11434500,2026-11-30,Đã Tính,26
BL1020,NV020,LCB001,PC001,KT004,GL002,2026-11,11434500,2026-11-30,Đã Tính,26
BL1021,NV021,LCB001,PC001,KT001,GL002,2026-11,10395000,2026-11-30,Đã Tính,26
BL1022,NV022,LCB001,PC001,KT001,GL002,2026-11,10395000,2026-11-30,Đã Tính,26
BL1023,NV023,LCB001,PC001,KT001,GL002,2026-11,10395000,2026-11-30,Đã Tính,26
BL1024,NV024,LCB001,PC001,KT001,GL002,2026-11,10395000,2026-11-30,Đã Tính,26
BL1025,NV025,LCB001,PC001,KT001,GL002,2026-11,10395000,2026-11-30,Đã Tính,26
BL1026,NV026,LCB001,PC001,KT001,GL002,2026-11,10395000,2026-11-30,Đã Tính,26
BL1027,NV027,LCB001,PC001,KT001,GL002,2026-11,10395000,2026-11-30,Đã Tính,26
BL1028,NV028,LCB001,PC001,KT001,GL002,2026-11,10395000,2026-11-30,Đã Tính,26
BL1029,NV029,LCB001,PC001,KT001,GL002,2026-11,10395000,2026-11-30,Đã Tính,26
BL1030,NV030,LCB001,PC001,KT001,GL002,2026-11,10395000,2026-11-30,Đã Tính,26
BL1031,NV031,LCB001,PC001,KT001,GL002,2026-11,10395000,2026-11-30,Đã Tính,26
BL1032,NV032,LCB001,PC001,KT001,GL002,2026-11,10395000,2026-11-30,Đã Tính,26
BL1033,NV033,LCB001,PC001,KT001,GL002,2026-11,10395000,2026-11-30,Đã Tính,26
BL1034,NV034,LCB001,PC001,KT001,GL002,2026-11,10395000,2026-11-30,Đã Tính,26
BL1035,NV035,LCB001,PC001,KT001,GL002,2026-11,10395000,2026-11-30,Đã Tính,26
BL1036,NV036,LCB001,PC001,KT001,GL002,2026-11,10395000,2026-11-30,Đã Tính,26
BL1037,NV037,LCB001,PC001,KT001,GL002,2026-11,10395000,2026-11-30,Đã Tính,26
BL1038,NV038,LCB001,PC001,KT001,GL002,2026-11,10395000,2026-11-30,Đã Tính,26
BL1039,NV039,LCB001,PC001,KT001,GL002,2026-11,10395000,2026-11-30,Đã Tính,26
BL1040,NV040,LCB001,PC001,KT001,GL002,2026-11,10395000,2026-11-30,Đã Tính,26
BL1041,NV041,LCB002,PC001,KT002,GL002,2026-11,12696000,2026-11-30,Đã Tính,26
BL1042,NV042,LCB002,PC001,KT002,GL002,2026-11,12696000,2026-11-30,Đã Tính,26
BL1043,NV043,LCB002,PC001,KT002,GL002,2026-11,12696000,2026-11-30,Đã Tính,26
BL1044,NV044,LCB002,PC001,KT002,GL002,2026-11,12696000,2026-11-30,Đã Tính,26
BL1045,NV045,LCB002,PC001,KT002,GL002,2026-11,12696000,2026-11-30,Đã Tính,26
BL1046,NV046,LCB002,PC001,KT002,GL002,2026-11,12696000,2026-11-30,Đã Tính,26
BL1047,NV047,LCB002,PC001,KT002,GL002,2026-11,12696000,2026-11-30,Đã Tính,26
BL1048,NV048,LCB002,PC001,KT002,GL002,2026-11,12696000,2026-11-30,Đã Tính,26
BL1049,NV049,LCB002,PC001,KT002,GL002,2026-11,12696000,2026-11-30,Đã Tính,26
BL1050,NV050,LCB002,PC001,KT002,GL002,2026-11,12696000,2026-11-30,Đã Tính,26
BL1051,NV051,LCB002,PC001,KT002,GL002,2026-11,12696000,2026-11-30,Đã Tính,26
BL1052,NV052,LCB002,PC001,KT002,GL002,2026-11,12696000,2026-11-30,Đã Tính,26
BL1053,NV053,LCB002,PC001,KT002,GL002,2026-11,12696000,2026-11-30,Đã Tính,26
BL1054,NV054,LCB002,PC001,KT002,GL002,2026-11,12696000,2026-11-30,Đã Tính,26
BL1055,NV055,LCB002,PC001,KT002,GL002,2026-11,12696000,2026-11-30,Đã Tính,26
BL1056,NV056,LCB002,PC001,KT002,GL002,2026-11,12696000,2026-11-30,Đã Tính,26
BL1057,NV057,LCB002,PC001,KT002,GL002,2026-11,12696000,2026-11-30,Đã Tính,26
BL1058,NV058,LCB002,PC001,KT002,GL002,2026-11,12696000,2026-11-30,Đã Tính,26
BL1059,NV059,LCB002,PC001,KT002,GL002,2026-11,12696000,2026-11-30,Đã Tính,26
BL1060,NV060,LCB002,PC001,KT002,GL002,2026-11,12696000,2026-11-30,Đã Tính,26
BL1061,NV061,LCB003,PC001,KT003,GL002,2026-11,16917375,2026-11-30,Đã Tính,26
BL1062,NV062,LCB003,PC001,KT003,GL002,2026-11,16917375,2026-11-30,Đã Tính,26
BL1063,NV063,LCB003,PC001,KT003,GL002,2026-11,16917375,2026-11-30,Đã Tính,26
BL1064,NV064,LCB003,PC001,KT003,GL002,2026-11,16917375,2026-11-30,Đã Tính,26
BL1065,NV065,LCB003,PC001,KT003,GL002,2026-11,16917375,2026-11-30,Đã Tính,26
BL1066,NV066,LCB003,PC001,KT003,GL002,2026-11,16917375,2026-11-30,Đã Tính,26
BL1067,NV067,LCB003,PC001,KT003,GL002,2026-11,16917375,2026-11-30,Đã Tính,26
BL1068,NV068,LCB003,PC001,KT003,GL002,2026-11,16917375,2026-11-30,Đã Tính,26
BL1069,NV069,LCB003,PC001,KT003,GL002,2026-11,16917375,2026-11-30,Đã Tính,26
BL1070,NV070,LCB003,PC001,KT003,GL002,2026-11,16917375,2026-11-30,Đã Tính,26
BL1071,NV071,LCB003,PC001,KT003,GL002,2026-11,16917375,2026-11-30,Đã Tính,26
BL1072,NV072,LCB003,PC001,KT003,GL002,2026-11,16917375,2026-11-30,Đã Tính,26
BL1073,NV073,LCB003,PC001,KT003,GL002,2026-11,16917375,2026-11-30,Đã Tính,26
BL1074,NV074,LCB003,PC001,KT003,GL002,2026-11,16917375,2026-11-30,Đã Tính,26
BL1075,NV075,LCB003,PC001,KT003,GL002,2026-11,16917375,2026-11-30,Đã Tính,26
BL1076,NV076,LCB003,PC001,KT003,GL002,2026-11,16917375,2026-11-30,Đã Tính,26
BL1077,NV077,LCB003,PC001,KT003,GL002,2026-11,16917375,2026-11-30,Đã Tính,26
BL1078,NV078,LCB003,PC001,KT003,GL002,2026-11,16917375,2026-11-30,Đã Tính,26
BL1079,NV079,LCB003,PC001,KT003,GL002,2026-11,16917375,2026-11-30,Đã Tính,26
BL1080,NV080,LCB003,PC001,KT003,GL002,2026-11,16917375,2026-11-30,Đã Tính,26
BL1081,NV081,LCB001,PC001,KT004,GL002,2026-11,11434500,2026-11-30,Đã Tính,26
BL1082,NV082,LCB001,PC001,KT004,GL002,2026-11,11434500,2026-11-30,Đã Tính,26
BL1083,NV083,LCB001,PC001,KT004,GL002,2026-11,11434500,2026-11-30,Đã Tính,26
BL1084,NV084,LCB001,PC001,KT004,GL002,2026-11,11434500,2026-11-30,Đã Tính,26
BL1085,NV085,LCB001,PC001,KT004,GL002,2026-11,11434500,2026-11-30,Đã Tính,26
BL1086,NV086,LCB001,PC001,KT004,GL002,2026-11,11434500,2026-11-30,Đã Tính,26
BL1087,NV087,LCB001,PC001,KT004,GL002,2026-11,11434500,2026-11-30,Đã Tính,26
BL1088,NV088,LCB001,PC001,KT004,GL002,2026-11,11434500,2026-11-30,Đã Tính,26
BL1089,NV089,LCB001,PC001,KT004,GL002,2026-11,11434500,2026-11-30,Đã Tính,26
BL1090,NV090,LCB001,PC001,KT004,GL002,2026-11,11434500,2026-11-30,Đã Tính,26
BL1091,NV091,LCB001,PC001,KT004,GL002,2026-11,11434500,2026-11-30,Đã Tính,26
BL1092,NV092,LCB001,PC001,KT004,GL002,2026-11,11434500,2026-11-30,Đã Tính,26
BL1093,NV093,LCB001,PC001,KT004,GL002,2026-11,11434500,2026-11-30,Đã Tính,26
BL1094,NV094,LCB001,PC001,KT004,GL002,2026-11,11434500,2026-11-30,Đã Tính,26
BL1095,NV095,LCB001,PC001,KT004,GL002,2026-11,11434500,2026-11-30,Đã Tính,26
BL1096,NV096,LCB001,PC001,KT004,GL002,2026-11,11434500,2026-11-30,Đã Tính,26
BL1097,NV097,LCB001,PC001,KT004,GL002,2026-11,11434500,2026-11-30,Đã Tính,26
BL1098,NV098,LCB001,PC001,KT004,GL002,2026-11,11434500,2026-11-30,Đã Tính,26
BL1099,NV099,LCB001,PC001,KT004,GL002,2026-11,11434500,2026-11-30,Đã Tính,26
BL1100,NV100,LCB001,PC001,KT004,GL002,2026-11,11434500,2026-11-30,Đã Tính,26
BL1101,NV001,LCB001,PC001,KT001,GL002,2026-12,10395000,2026-12-31,Đã Tính,26
BL1102,NV002,LCB001,PC001,KT001,GL002,2026-12,10395000,2026-12-31,Đã Tính,26
BL1103,NV003,LCB001,PC001,KT001,GL002,2026-12,10395000,2026-12-31,Đã Tính,26
BL1104,NV004,LCB001,PC001,KT001,GL002,2026-12,10395000,2026-12-31,Đã Tính,26
BL1105,NV005,LCB001,PC001,KT001,GL002,2026-12,10395000,2026-12-31,Đã Tính,26
BL1106,NV006,LCB002,PC001,KT002,GL002,2026-12,12696000,2026-12-31,Đã Tính,26
BL1107,NV007,LCB002,PC001,KT002,GL002,2026-12,12696000,2026-12-31,Đã Tính,26
BL1108,NV008,LCB002,PC001,KT002,GL002,2026-12,12696000,2026-12-31,Đã Tính,26
BL1109,NV009,LCB002,PC001,KT002,GL002,2026-12,12696000,2026-12-31,Đã Tính,26
